epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,3776.43,1.33922,0.70143,1.30695,0.76965,0.72455,0.71583,0.29128,2.04664,1.08221,1.92481,0.000400526,0.000400526,0.000400526
123,3806.93,1.33792,0.70632,1.29643,0.76124,0.72096,0.70715,0.28437,2.04589,1.09996,1.90424,0.000397481,0.000397481,0.000397481
124,3837.19,1.3267,0.70678,1.30278,0.72802,0.73858,0.71643,0.30116,2.05012,1.04966,1.93414,0.000394435,0.000394435,0.000394435
125,3867.69,1.33388,0.70344,1.30456,0.74673,0.74315,0.7119,0.29625,2.04264,1.06912,1.92239,0.00039139,0.00039139,0.00039139
126,3898.78,1.33275,0.69814,1.30515,0.70386,0.75828,0.70698,0.30217,2.06397,1.08875,1.94076,0.000388345,0.000388345,0.000388345
127,3928.99,1.3331,0.70013,1.29044,0.71826,0.7349,0.70791,0.29379,2.05887,1.07994,1.94201,0.0003853,0.0003853,0.0003853
128,3959.24,1.32835,0.6849,1.2988,0.74907,0.73264,0.71514,0.29636,2.06003,1.0837,1.93382,0.000382255,0.000382255,0.000382255
129,3990.44,1.32922,0.69972,1.30114,0.75155,0.7397,0.70478,0.29264,2.06039,1.08433,1.96158,0.000379209,0.000379209,0.000379209
130,4020.98,1.32806,0.68963,1.28847,0.75844,0.74098,0.71315,0.28722,2.06302,1.09383,1.95027,0.000376164,0.000376164,0.000376164
131,4051.29,1.31354,0.6859,1.28059,0.76169,0.73105,0.72123,0.29159,2.04877,1.0825,1.94578,0.000373119,0.000373119,0.000373119
132,4082.35,1.32508,0.6976,1.28602,0.7436,0.75645,0.73468,0.29505,2.06807,1.0628,1.95014,0.000370074,0.000370074,0.000370074
133,4113.03,1.33204,0.69372,1.29509,0.77466,0.72147,0.70212,0.28309,2.04688,1.10519,1.96519,0.000367028,0.000367028,0.000367028
134,4143.43,1.30545,0.68266,1.28525,0.74643,0.74148,0.7017,0.29184,2.04476,1.08415,1.95285,0.000363983,0.000363983,0.000363983
135,4174.25,1.31977,0.6992,1.29337,0.74099,0.71199,0.69192,0.2927,2.05593,1.12351,1.93173,0.000360938,0.000360938,0.000360938
136,4205.03,1.3199,0.69002,1.29917,0.76772,0.71494,0.70133,0.29327,2.05148,1.13413,1.97648,0.000357893,0.000357893,0.000357893
137,4235.22,1.30823,0.67472,1.27989,0.74818,0.73638,0.70972,0.28817,2.05249,1.13793,1.96695,0.000354847,0.000354847,0.000354847
138,4265.62,1.31742,0.69327,1.28642,0.71436,0.74281,0.68132,0.28221,2.06828,1.12128,1.97046,0.000351802,0.000351802,0.000351802
139,4296.53,1.32104,0.6926,1.28641,0.74898,0.73673,0.71868,0.30139,2.0566,1.12378,1.97492,0.000348757,0.000348757,0.000348757
140,4326.83,1.29962,0.68114,1.29047,0.77853,0.7396,0.7316,0.29264,2.05948,1.12627,2.00316,0.000345712,0.000345712,0.000345712
141,4357.11,1.29536,0.67597,1.28124,0.74431,0.73253,0.68855,0.28365,2.06174,1.12825,1.97561,0.000342666,0.000342666,0.000342666
142,4387.96,1.30545,0.67533,1.27274,0.73008,0.75741,0.71136,0.28644,2.05375,1.13666,1.96776,0.000339621,0.000339621,0.000339621
143,4418.67,1.29302,0.67746,1.28217,0.74031,0.75871,0.72179,0.2949,2.05926,1.11507,1.97196,0.000336576,0.000336576,0.000336576
144,4449.07,1.29011,0.67796,1.26605,0.77009,0.70086,0.70195,0.28499,2.05804,1.08726,1.9635,0.000333531,0.000333531,0.000333531
145,4479.35,1.27711,0.6668,1.27078,0.73729,0.73871,0.71044,0.29192,2.05973,1.12241,1.97972,0.000330485,0.000330485,0.000330485
