epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,11912.9,1.38082,0.74527,1.42343,0.69612,0.67889,0.67988,0.27188,2.0583,0.99017,2.03053,0.000406616,0.000406616,0.000406616
121,12020.8,1.37523,0.735,1.43,0.66648,0.72443,0.68506,0.26846,2.04975,0.97491,2.00657,0.000403571,0.000403571,0.000403571
122,12119.5,1.35678,0.71446,1.4103,0.70457,0.68775,0.66827,0.26625,2.04339,0.95834,2.01095,0.000400526,0.000400526,0.000400526
123,12219.2,1.34039,0.70819,1.41076,0.65693,0.70268,0.64157,0.26577,2.05155,0.98264,2.01592,0.000397481,0.000397481,0.000397481
124,12329,1.34245,0.70516,1.39922,0.68745,0.70212,0.64338,0.25751,2.04915,0.96156,2.00989,0.000394435,0.000394435,0.000394435
125,12429.8,1.35355,0.7177,1.40435,0.68399,0.68642,0.64225,0.25142,2.07003,0.98061,2.04633,0.00039139,0.00039139,0.00039139
126,12530.2,1.34486,0.71805,1.41263,0.66317,0.72469,0.67167,0.26248,2.05026,0.95184,2.03261,0.000388345,0.000388345,0.000388345
127,12630.5,1.35166,0.71823,1.40225,0.67835,0.71859,0.68047,0.26407,2.05925,0.98688,2.01541,0.0003853,0.0003853,0.0003853
128,12731,1.34852,0.7248,1.40811,0.6294,0.70572,0.65885,0.26478,2.0407,0.97294,2.01516,0.000382255,0.000382255,0.000382255
129,12824.9,1.34034,0.71346,1.4029,0.66556,0.7073,0.65881,0.26097,2.04713,0.97066,2.02715,0.000379209,0.000379209,0.000379209
130,12919.2,1.33267,0.70366,1.39963,0.6701,0.70599,0.65434,0.25548,2.05563,0.9542,2.0251,0.000376164,0.000376164,0.000376164
131,13025.6,1.31183,0.69226,1.37783,0.67479,0.70072,0.62732,0.24862,2.05726,0.96537,2.03129,0.000373119,0.000373119,0.000373119
132,13120,1.33346,0.70526,1.40944,0.67928,0.7253,0.65536,0.25457,2.03204,0.97527,1.99925,0.000370074,0.000370074,0.000370074
133,13219.2,1.32373,0.70106,1.39354,0.68124,0.71636,0.64807,0.25042,2.06274,0.97878,2.06255,0.000367028,0.000367028,0.000367028
134,13313.2,1.33297,0.70712,1.40129,0.6753,0.71987,0.64544,0.25659,2.03728,0.99502,2.02976,0.000363983,0.000363983,0.000363983
135,13411.9,1.34622,0.71528,1.40664,0.67782,0.71843,0.65837,0.25721,2.06358,0.98486,2.03024,0.000360938,0.000360938,0.000360938
136,13511.3,1.32615,0.69435,1.39091,0.68478,0.69074,0.65281,0.25747,2.0671,0.95694,2.04073,0.000357893,0.000357893,0.000357893
137,13610.9,1.31195,0.69957,1.3898,0.6877,0.69996,0.66522,0.26419,2.06108,0.96243,2.04789,0.000354847,0.000354847,0.000354847
138,13705.5,1.32871,0.70707,1.39761,0.68564,0.69504,0.6354,0.253,2.05519,0.96774,2.02443,0.000351802,0.000351802,0.000351802
139,13805.5,1.32042,0.68868,1.39577,0.68045,0.72235,0.64274,0.2515,2.07172,0.95892,2.05726,0.000348757,0.000348757,0.000348757
140,13900.8,1.32111,0.7049,1.39174,0.70498,0.69284,0.64156,0.2515,2.06329,0.95779,2.05062,0.000345712,0.000345712,0.000345712
141,14006.7,1.29978,0.68294,1.39323,0.6584,0.7113,0.65575,0.26373,2.07801,0.97509,2.07436,0.000342666,0.000342666,0.000342666
142,14106.3,1.32711,0.68769,1.39407,0.66734,0.69493,0.64987,0.25733,2.07763,0.98366,2.07653,0.000339621,0.000339621,0.000339621
143,14205.2,1.31375,0.68521,1.38259,0.67401,0.7112,0.65533,0.2537,2.07594,0.9686,2.08469,0.000336576,0.000336576,0.000336576
144,14304.6,1.29965,0.69598,1.37722,0.67832,0.71159,0.66303,0.26084,2.07443,0.95317,2.06772,0.000333531,0.000333531,0.000333531
145,14419.7,1.30047,0.68617,1.36771,0.66969,0.7272,0.66083,0.25834,2.06858,0.9765,2.068,0.000330485,0.000330485,0.000330485
